utt,intent,partition
remove the recurring training meeting events off my calendar,calendar_update,train
put a reminder on the calendar to buy a gun on march 1st,calendar_update,train
i need to add farm trip to my calendar for friday,calendar_update,train
i want to add farm trip to my calendar for friday,calendar_update,train
i must add farm trip to my calendar for friday,calendar_update,train
i got to remove fishing from my calendar for soccer,calendar_update,train
please remove fishing from my calendar for soccer,calendar_update,train
i need to remove fishing from my calendar for soccer,calendar_update,train
i wanna remove fishing from my calendar for soccer,calendar_update,train
i shall remove fishing from my calendar for soccer,calendar_update,train
add farm trip to my calendar for friday,calendar_update,train
i have to add farm trip to my calendar for friday,calendar_update,train
i need to add my doctors appointment to my calendar for the first,calendar_update,train
i need to delete my doctors appointment scheduled for march 15th from my calendar,calendar_update,train
i would like to have march 5ths 5k added to my calendar,calendar_update,train
add my spa appointment on the 12th to my calendar,calendar_update,train
can you add remember to register for the race on my calendar for the 15th of march,calendar_update,train
please add lunch and catch up with lisa on friday to my calendar,calendar_update,train
please scratch my march 1st meeting off my calendar,calendar_update,train
march 3rd needs to be cleared on my calendar,calendar_update,train
make sure april 1 is clear on my calendar,calendar_update,train
keep april 2nd wide open on my calendar please,calendar_update,train
get rid of everything on my calendar for march 2nd,calendar_update,train
take my lunch plans off the calendar for march 13th,calendar_update,train
take my dinner plans off my calendar for tomorrow,calendar_update,train
remove dinner with suzie from my calendar on march 1st,calendar_update,train
can you get rid of my trip to the zoo from my calendar on march 1st,calendar_update,train
remove my date with liz from my calendar on april 1st,calendar_update,train
clear my calendar on march 1st,calendar_update,train
write down appointment for tomorrow on my calendar,calendar_update,train
put appointment on my calendar for tomorrow,calendar_update,train
i need to put my appointment for tomorrow on my calendar,calendar_update,train
make not of my appointment for tomorrow on my calendar,calendar_update,train
remember to put down that i have an appointment for tomorrow on my calendar,calendar_update,train
add my doctor appointment on march 25th at 3:00 to my calendar,calendar_update,train
delete the hair appointment i had scheduled on may 1st pleae,calendar_update,train
lunch with deb at noon today,calendar_update,train
add jakes birthday party for friday at 5,calendar_update,train
remove the birthday party this friday from my schedule,calendar_update,train
remove from calendar jesses bbq on june 9th,calendar_update,train
take lunch off my calendar on the 3rd,calendar_update,train
get rid of tuesday the 5ths dinner,calendar_update,train
remove jakes birthday on march 22,calendar_update,train
take pats appointment off my calendar,calendar_update,train
take lunch with steven off of my calendar,calendar_update,train
i no longer need to go to the zoo on the 8th of this month,calendar_update,train
undo the last event on my calendar,calendar_update,train
for the calendar on february 8 add moms birthday,calendar_update,train
schedule family dinner on my calendar on march 8,calendar_update,train
"put ""get tires checked"" on my calendar",calendar_update,train
please put taco night on the house calendar date of january 6,calendar_update,train
remove meeting with carla from the calendar,calendar_update,train
add meeting with carla to my schedule for july 4,calendar_update,train
i need trip to the zoo on the calendar for june 4,calendar_update,train
delete lunch with steve on friday please,calendar_update,train
remove moms birthday from calendar,calendar_update,train
i need to delete an event from my calendar,calendar_update,train
i need to remove an event from my calendar,calendar_update,train
may i know if you are a real person or an ai,are_you_a_bot,train
i need to know if you are a real person or an ai,are_you_a_bot,train
i want to know if you are a real person or an ai,are_you_a_bot,train
tell me if you are a real person or an ai,are_you_a_bot,train
are your real or artificial,are_you_a_bot,train
am i talking to a real person,are_you_a_bot,train
am i speaking with someone real,are_you_a_bot,train
would you consider yourself to be a bot,are_you_a_bot,train
i am not a bot are you,are_you_a_bot,train
do you think you are a bot,are_you_a_bot,train
you sound like a bot,are_you_a_bot,train
how do i know that youre a person,are_you_a_bot,train
prove that youre a person,are_you_a_bot,train
are you a bot or a person,are_you_a_bot,train
are you real or fake,are_you_a_bot,train
are you ai or a person,are_you_a_bot,train
are you a human or a bot,are_you_a_bot,train
am i talking with real person or ai,are_you_a_bot,train
are you real or an ai,are_you_a_bot,train
are you a bot right now,are_you_a_bot,train
are you a real human,are_you_a_bot,train
are you a real person or an ai,are_you_a_bot,train
so are you a real person,are_you_a_bot,train
so are you human,are_you_a_bot,train
so are you a bot,are_you_a_bot,train
tell me now if you are a bot,are_you_a_bot,train
i need to know if you are a bot,are_you_a_bot,train
are you an ai or a real person,are_you_a_bot,train
are you actually a bot,are_you_a_bot,train
so are you real,are_you_a_bot,train
are you a human,are_you_a_bot,train
am i talking with a real person,are_you_a_bot,train
are you a computer or a real person,are_you_a_bot,train
are you a computer or are you a real person,are_you_a_bot,train
are you a live person or a computer,are_you_a_bot,train
are you real or automated,are_you_a_bot,train
is this a person talking to me or a computer,are_you_a_bot,train
are you a human being or a robot,are_you_a_bot,train
are you alive,are_you_a_bot,train
are you a live human being,are_you_a_bot,train
are you a computer,are_you_a_bot,train
are you human or a bot,are_you_a_bot,train
are you a real person or a computer,are_you_a_bot,train
are you an automated assistance,are_you_a_bot,train
are you a person,are_you_a_bot,train
are you an actual person,are_you_a_bot,train
are you really a human,are_you_a_bot,train
are you a real human being,are_you_a_bot,train
do you know if you are a robot,are_you_a_bot,train
are you really an actual human being,are_you_a_bot,train
what are you,are_you_a_bot,train
do you know you are not human,are_you_a_bot,train
is there anything real about you,are_you_a_bot,train
how real are you,are_you_a_bot,train
are you a real life person,are_you_a_bot,train
tell me if you are human,are_you_a_bot,train
are you ai,are_you_a_bot,train
am i speaking with ai or a real live person,are_you_a_bot,train
are you a member or the human race or are you a computer program,are_you_a_bot,train
are you a person in real life or programmed ai,are_you_a_bot,train
do you know whether you are a human or whether youre a computer,are_you_a_bot,train
should i regard you as a human or as a computer,are_you_a_bot,train
would you say that you are human or copmuter,are_you_a_bot,train
how are you classified as a human or a computer,are_you_a_bot,train
can you tell me if youre human or if youre a computer,are_you_a_bot,train
i think you are a bot,are_you_a_bot,train
are you considered a bot,are_you_a_bot,train
am i talking to an actual person,are_you_a_bot,train
do you consider yourself a bot,are_you_a_bot,train
you are a bot arent you,are_you_a_bot,train
what are you a bot or human,are_you_a_bot,train
are you a live being,are_you_a_bot,train
are you real or are you an ai,are_you_a_bot,train
please tell me if you are an ai,are_you_a_bot,train
are you ai or a real person please,are_you_a_bot,train
are an an ai,are_you_a_bot,train
are you real or not,are_you_a_bot,train
are you an ai or person,are_you_a_bot,train
are you really a person or an ai,are_you_a_bot,train
is there a way to tell if you are real or an ai,are_you_a_bot,train
tell me if you are a person or ai,are_you_a_bot,train
how do i know if you are a real person,are_you_a_bot,train
are you a real person or a bot,are_you_a_bot,train
am i talking to a person or a bot,are_you_a_bot,train
are you a machine,are_you_a_bot,train
are you a real person or artificial intelligence,are_you_a_bot,train
are you a real person or automated,are_you_a_bot,train
are you a real person or software,are_you_a_bot,train
are you a real person or a robot,are_you_a_bot,train
are you an ai or can you prove youre human,are_you_a_bot,train
are you a human or an ai,are_you_a_bot,train
are you an actual person or ai,are_you_a_bot,train
are you a bot or a real person,are_you_a_bot,train
do you identify as a human or computer,are_you_a_bot,train
please specify if you are human or computer,are_you_a_bot,train
tell me if you are a human or a computer,are_you_a_bot,train
can you specify if you are a human or a computer,are_you_a_bot,train
let me know if you are a human or a computer,are_you_a_bot,train
is this a computer right now or a human being,are_you_a_bot,train
is this human or a robot,are_you_a_bot,train
what level is my gas tank at,gas,train
wheres the gas tank level at,gas,train
how does my gas tank look,gas,train
what line is the gas tank at,gas,train
how much gas is in my gas tank,gas,train
how much gas is left,gas,train
what is the amount of gas i have,gas,train
tell me the amount of gas i have,gas,train
in my tank how much gas is there,gas,train
id like to know how much gas is left,gas,train
what amount of fuel do i have left,gas,train
whats the fuel level,gas,train
whats the status of my gas tank,gas,train
what is my current gas level,gas,train
what is my current fuel level,gas,train
whats my current gas level,gas,train
what is my current gas level at,gas,train
whats my current fuel level,gas,train
how much gas is in my car,gas,train
how empty is my gas tank,gas,train
what does my gas meter say,gas,train
am i running low on gas,gas,train
how much gas to i have left,gas,train
what do i have left in the gas tank,gas,train
can you tell me the amount of gas i have,gas,train
i need to know how much gas i got,gas,train
whats left as far as gas goes,gas,train
how much farther can i drive on the gas i have,gas,train
do i have the gas to get to orlando,gas,train
how much gas do i currently have,gas,train
do i have enough fuel to get to orlando,gas,train
will i make it on the gas i have to orlando,gas,train
does my car have enough gas to get to chicago,gas,train
does my car have enough gas to get to atlantic city,gas,train
can my car get to reno with the gas currently in my tank,gas,train
can my car get to dallas with the gas currently in my tank,gas,train
does my car have enough gas to get to detroit,gas,train
i need to know how much gas i have,gas,train
i wanna know how much gas i have,gas,train
let me know how much gas i have in total,gas,train
let me know how much gas i have,gas,train
what is the total amount of gas in my car,gas,train
what amount of gas is in my car,gas,train
how much total gas do i have,gas,train
tell me how much gas i have,gas,train
what amount of gas do i have in my car,gas,train
is my gas tank at least half full,gas,train
how much gas is in my tank,gas,train
is my gas tank full,gas,train
should i get more gas,gas,train
am i low on gas,gas,train
what level is my gas at,gas,train
can you read my gas level,gas,train
what is the amount of gas left,gas,train
do i have a lot of gas left,gas,train
what is my gas level,gas,train
hows my gas supply looking,gas,train
do i have enough gas left to make it to tampa,gas,train
what percent of gas do i have left,gas,train
how many gallons do i have left,gas,train
is there enough fuel to drive to tampa,gas,train
do i need to get gas soon,gas,train
do i have enough fuel to get to tampa,gas,train
whats left in my gas tank,gas,train
do i have enough fuel for the drive to tampa,gas,train
can i make it to tampa without needing to get more gas,gas,train
can i get to work safely or do i need to stop and get gas,gas,train
how many miles can i go with my current fuel level,gas,train
is the level of fuel in my car enough to get me to work,gas,train
can i make it to work with my current fuel level,gas,train
how much does it cost to get my car filled up,gas,train
will i run out of gas before i get to sioux falls,gas,train
how many miles is there left to get to sioux falls,gas,train
how many miles before i run out of gas,gas,train
where can i get gas to get to sioux falls,gas,train
id just like to know how much gas is in my vehicle,gas,train
what is the number of gas in my car right now,gas,train
inform me as to how much gas my car has,gas,train
what is the amount of gas in my car,gas,train
where is my gas level right now,gas,train
what is my current amount of gas,gas,train
what percentage of gas do i have left,gas,train
please check the amount of gas i have,gas,train
can you tell me the amount of gas i have remaining,gas,train
i would like to know the amount of gas i have,gas,train
i need to know how much gas is left,gas,train
please tell me the amount of gas i have,gas,train
how low is my gas tank,gas,train
whats in my gas tank,gas,train
what is left in my gas tank,gas,train
how much fuel do i have,gas,train
do i have enough fuel to get to dollar tree,gas,train
is there enough fuel to make it to the walmart,gas,train
how much fuel is in the tank,gas,train
how much gas is in the tank,gas,train
do i have enough fuel in the gas tank,gas,train
how much petrol do i have,gas,train
do i have enough fuel to make it to the theater,gas,train
do i have enough gas in the fuel tank,gas,train
what my fuel tank at,gas,train
how long til my visa card expires,expiration_date,train
on what date does my visa card expires,expiration_date,train
on what month and year does my card expire,expiration_date,train
how soon does my visa card expire,expiration_date,train
how much time do i have before my credit card expires,expiration_date,train
how many more days before my credit card expires,expiration_date,train
can you tell me if my credit card expires in the near future,expiration_date,train
what is the validity of my credit card,expiration_date,train
tell me the expiry date of my credit card,expiration_date,train
does my credit card expire soon,expiration_date,train
when my credit card is going to expire,expiration_date,train
what is the expiry date of my credit card,expiration_date,train
in what month will my card reach expiration,expiration_date,train
which month is the one in which my card expires,expiration_date,train
how much longer until my credit card expires,expiration_date,train
can you tell me what date my credit card expires,expiration_date,train
please find the expiration month listed on my card,expiration_date,train
can you please tell me my cards expiration month,expiration_date,train
is my credit card expiration date approaching,expiration_date,train
will you please confirm the month that my card expires,expiration_date,train
whats the expiration date on my credit card,expiration_date,train
when is my credit due to expire,expiration_date,train
whats the expiry month of my card,expiration_date,train
tell me the month my card expires,expiration_date,train
tell me the expiry month of my card,expiration_date,train
i want to know the expiry month of my card,expiration_date,train
is my credit card expiring soon,expiration_date,train
how long is the validity of my credit card,expiration_date,train
please let me know when i need to renew my credit card,expiration_date,train
how long is it until my credit card expires,expiration_date,train
how long until i my card expires,expiration_date,train
whats the expiration date on my credit card,expiration_date,train
when does my card expire,expiration_date,train
when will my american express credit card expire,expiration_date,train
what is the expiration date of my wells fargo card,expiration_date,train
please tell me the month and year of expiration for my discover card,expiration_date,train
when does my capital one visa expire,expiration_date,train
can you tell me the expiration date for my mastercard,expiration_date,train
what is the expiration date of my current card,expiration_date,train
do i need a new card yet,expiration_date,train
when do i have to renew my card so it doesnt expire,expiration_date,train
is my card set to expire soon,expiration_date,train
how long is it going to be until my card expires,expiration_date,train
whats the exact date that my chase card will no longer work,expiration_date,train
whats the month that my card expires,expiration_date,train
my card expires in what month,expiration_date,train
tell me the month that my credit card will expire,expiration_date,train
my credit card is set to expire in what month,expiration_date,train
my chase card expires on what date,expiration_date,train
my discover card expires on what date,expiration_date,train
when does my discover card expire,expiration_date,train
my american express card expires on what date,expiration_date,train
how many days until my amex card reaches it expiration date,expiration_date,train
what date does my capital one card expire,expiration_date,train
when is the expiration date for my discover card,expiration_date,train
can you check the expiration date for my amex card,expiration_date,train
can i have the expiration date for my capital one card,expiration_date,train
during which month will my card expire,expiration_date,train
tell me the month that my card will expire in,expiration_date,train
help me figure out when exactly my credit card will be expiring,expiration_date,train
could you look up the date that my credit card is set to expire,expiration_date,train
look up the expiration date for my barclays card,expiration_date,train
when will my american express card expire,expiration_date,train
can you find out for me when my credit card will be expiring,expiration_date,train
i need to know when my card is set to expire please,expiration_date,train
during what month will my cards expiration date fall on,expiration_date,train
what is the month that my card is set to expire in,expiration_date,train
i need to know when my mastercard will expire,expiration_date,train
i need to know the date of expiration for my credit card,expiration_date,train
do you know the expiration date for my visa card,expiration_date,train
please find out the expiration date for my credit card,expiration_date,train
tell me the expiration date for my current credit card,expiration_date,train
how long before my amex card expires,expiration_date,train
do you know the expiration date on my credit card,expiration_date,train
what is the month of my cards expiration date,expiration_date,train
where can i find my credit cards expiration date,expiration_date,train
please look up my cards expiration date,expiration_date,train
how long will it be until my visa card expires,expiration_date,train
what month and year will my visa card expire,expiration_date,train
when is the date my visa card will expire,expiration_date,train
when is the expiration date for my visa card,expiration_date,train
what is the expiration date on my visa card,expiration_date,train
what is the expiration date on my credit card,expiration_date,train
when is my card going to expire,expiration_date,train
when is my credit card going to expire,expiration_date,train
whats the last date i can use my credit card,expiration_date,train
what is the expiration date on my card,expiration_date,train
when will my discovery card expire,expiration_date,train
when does my amex expire,expiration_date,train
can you check when my visa card expires,expiration_date,train
tell me when my visa card will have expired,expiration_date,train
when will my amex card reach its expiration,expiration_date,train
whens my visa card expiring,expiration_date,train
what date will my hy-vee card need to be renewed,expiration_date,train
how long until my mastercard expires,expiration_date,train
how long do ive got until my discovery card expires,expiration_date,train
when should i expect my visa to expire,expiration_date,train
how long until my visa expires,expiration_date,train
find out for me when my mastercard expires,expiration_date,train
when will my visa next expire,expiration_date,train
insert what i am listening to into my jazz playlist,update_playlist,train
add this tune to my jazz playlist,update_playlist,train
can you add this song to my jazz playlist,update_playlist,train
please add this song to my jazz playlist,update_playlist,train
add this song to my jazz playlist,update_playlist,train
add creep by radio head to the playlist,update_playlist,train
please add someday by the strokes to my playlist,update_playlist,train
include smooth operator by sade in my playlist,update_playlist,train
can you put smooth operator by sade on my playlist,update_playlist,train
add to my playlist smooth operator by sade,update_playlist,train
append my playlist with smooth operator by sade,update_playlist,train
put smooth operator by sade on my playlist,update_playlist,train
could you put broken by evanescense to my playlist,update_playlist,train
what did you add to my playlist - broken by evanescence,update_playlist,train
add the next song to my playlist - broken by evanescence,update_playlist,train
could you insert broken by evanescence to my music,update_playlist,train
add broken by evanescence to my playlist,update_playlist,train
favorite whats currently playing on my playlist,update_playlist,train
add the current song to my favorite playlist,update_playlist,train
the song thats on add it to my favorite playlist,update_playlist,train
put the current song in my favorite playlist,update_playlist,train
add whats playing on my favorite playlist,update_playlist,train
i would like to add you say by lauren daigle to my playlist,update_playlist,train
will you please add cannons by phil wickham to my playlist,update_playlist,train
lets add wonder by hillsong united to my playlist,update_playlist,train
can you please add hero by skillet to my playlist,update_playlist,train
please add roar by katy perry to my playlist,update_playlist,train
i think i wanna add heart shaped box by nirvana to my playlist,update_playlist,train
i wish to add this song to my classical playlist now,update_playlist,train
add help by the beatles to my playlist,update_playlist,train
i need to add this song to my playlist of rock,update_playlist,train
i want to add this song to my classical playlist,update_playlist,train
i wanna add help by the beatles to my playlist,update_playlist,train
i really would like to add hey jude by the beatles to my playlist,update_playlist,train
i gotta add hey jude by the beatles to my playlist,update_playlist,train
i wanna add this song to my rock playlist,update_playlist,train
my new playlist well be having gods plan adding to it,update_playlist,train
gods plan will be my new song added to new playlist,update_playlist,train
adding gods plan to new playlist,update_playlist,train
gods plan will be added to my new playlist,update_playlist,train
new playlist that i will add gods plan to,update_playlist,train
please put africa by toto on my playlist,update_playlist,train
please add the immigrant song by led zeppelin to my playlist,update_playlist,train
add the thong song by cisqo to my playlist please,update_playlist,train
put mambo #5 by lou bega on my playlist please,update_playlist,train
put dr feelgood by motley crue on my playlist,update_playlist,train
add this song to the end of my led zeppelin playlist,update_playlist,train
add this song to my rainy day playlist,update_playlist,train
please put this song on my moody monday playlist,update_playlist,train
put the song thats playing to my techno playlist,update_playlist,train
put this song on my edm playlist,update_playlist,train
add this song to my cleaning playlist,update_playlist,train
add this song to my slow jams playlist,update_playlist,train
will you add what im listening to to my love playlist,update_playlist,train
add walk by pantera to my playlist,update_playlist,train
add one by metallica to my playlist,update_playlist,train
will you add what im listening to to my road trip playlist,update_playlist,train
add this song to my game night playlist,update_playlist,train
add coming undone by korn to my playlist,update_playlist,train
will you add what im listening to to my work playlist,update_playlist,train
add welcome to the jungle by guns n roses to my playlist,update_playlist,train
will you add what im listening to to my bedroom playlist,update_playlist,train
add this song to my dinner playlist,update_playlist,train
will you add what im listening to to my dinner playlist,update_playlist,train
add this song to my top 40 playlist,update_playlist,train
add hells bells by acdc to my playlist,update_playlist,train
"make this song part of the ""kids"" playlist",update_playlist,train
"include this song in the ""kids"" playlist",update_playlist,train
"connect this song to my playlist ""kids",update_playlist,train
"please add to ""kids"" playlist",update_playlist,train
"i want this song put on my ""kids"" playlist",update_playlist,train
this song needs to be added to my reggae playlist,update_playlist,train
this song should be add this on my rock playlist,update_playlist,train
could you add this song to my rock playlist,update_playlist,train
add a song to my rock playlist,update_playlist,train
put this song on my reggae playlist,update_playlist,train
add this song to shared playlist,update_playlist,train
put this song in vibes playlist,update_playlist,train
add yosemite to my rap playlist,update_playlist,train
add 7 rings to my pop playlist,update_playlist,train
add baby shark to my kid playlist,update_playlist,train
add body to my dance playlist,update_playlist,train
add mia to my spanish playlist,update_playlist,train
add single ladies by beyonce to my pop playlist,update_playlist,train
add this track to my rock playlist,update_playlist,train
add psycho by post malone to my playlist,update_playlist,train
please add this song to my alternative playlist,update_playlist,train
add i like it by cardi b to my playlist,update_playlist,train
add american idiot by green day to my playlist,update_playlist,train
can you add that to my chillwave playlist,update_playlist,train
add ruby soho by rancid to my playlist,update_playlist,train
add gods plan by drake to my playlist,update_playlist,train
add this song to my post-rock playlist,update_playlist,train
transfer happy to my rb playlist,update_playlist,train
include happy on my rb playlist,update_playlist,train
list happy on my rb playlist,update_playlist,train
get happy on my rb playlist,update_playlist,train
i want to have happy added to my rb playlist,update_playlist,train
can you add passionfruit by yaeji to my playlist,update_playlist,train
yellow by coldplay to my playlist please,update_playlist,train
remove my reservation at outback for timmy,cancel_reservation,train
can you cancel the reservation for kyles party at red lobster,cancel_reservation,train
cancel my party reservation for brad at longhorn,cancel_reservation,train
get rid of my reservation at chez francois for jennifer,cancel_reservation,train
cancel the reservation at olive garden for tommy,cancel_reservation,train
you can cancel my reservation,cancel_reservation,train
my reservation is no longer needed,cancel_reservation,train
tell the restaurant i cannot make it,cancel_reservation,train
there is no need to confirm my reservation,cancel_reservation,train
would you please cancel the reservations for dinner,cancel_reservation,train
hello i need to cancel tonights reservation for dinner,cancel_reservation,train
i need to put in a cancellation for the dinner plans tonight,cancel_reservation,train
cancel the dinner reservation i made okay,cancel_reservation,train
i need to cancel my dinner reservation,cancel_reservation,train
please cancel my reservation for dinner,cancel_reservation,train
cancel my reservation for dinner,cancel_reservation,train
my reservation for dinner needs to be canceled,cancel_reservation,train
call the restaurant and cancel my reservation,cancel_reservation,train
get rid of my 2 pm reservation at ruths steakhouse,cancel_reservation,train
can you cancelt the reservation i have for dinner,cancel_reservation,train
please cancel my dinner reservation for tuesday,cancel_reservation,train
can you cancel my reservation for dinner tomorrow,cancel_reservation,train
cancel my reservation for 6 pm at sidetracks,cancel_reservation,train
get rid of my 4 pm reservation at the steakhouse please,cancel_reservation,train
can you cancel the reservation i have at 4 pm at ruths,cancel_reservation,train
cancel the reservation i made for 8 pm at black rock,cancel_reservation,train
cancel my dinner reservation please,cancel_reservation,train
please cancel the table i had reserved for tonight,cancel_reservation,train
i made a reservation for chris at tonys please cancel it,cancel_reservation,train
cancel tonights dinner reservation,cancel_reservation,train
i dont need my reservation can you cancel it,cancel_reservation,train
can you cancel my dinner reservation,cancel_reservation,train
please cancel my reservation for chris at brio,cancel_reservation,train
please cancel my dinner reservation,cancel_reservation,train
can you cancel my reservation tonight for chris at smith and wollensky,cancel_reservation,train
i dont need my reservation cancel it,cancel_reservation,train
can you cancel my reservation on tuesday for chris at stella maris,cancel_reservation,train
cancel my reservation for chris at jp fields,cancel_reservation,train
please cancel my reservation,cancel_reservation,train
cancel my reservation for dinner please,cancel_reservation,train
tell the restaurant to cancel my reservation,cancel_reservation,train
abandon the dinner reservation i made,cancel_reservation,train
scrap that dinner reservation,cancel_reservation,train
call off the dinner reservation,cancel_reservation,train
cancel my reservation for me,cancel_reservation,train
get rid of my dinner reservation,cancel_reservation,train
the reservation i placed is not needed anymore,cancel_reservation,train
annul the reservation i created,cancel_reservation,train
the reservation i created is not necessary anymore,cancel_reservation,train
the reservation i made is not required anymore,cancel_reservation,train
repeal the dinner reservation,cancel_reservation,train
can i cancel my reservations,cancel_reservation,train
i would like to cancel my reservations,cancel_reservation,train
could i cancel my reservations,cancel_reservation,train
can i cancel my reservations please,cancel_reservation,train
i need to cancel my reservations,cancel_reservation,train
can you cancel my 5:30 pm table reservation at parc,cancel_reservation,train
i need you to cancel my reservation for smiths at 6:15,cancel_reservation,train
cancel my 8:00 pm prime rib reservation,cancel_reservation,train
go ahead and cancel the reservation i made for 6:00 pm at parc,cancel_reservation,train
please cancel my 7:30 reservation for mortons,cancel_reservation,train
is it possible to cancel the reservation at outback for the johnsons,cancel_reservation,train
i made a reservation under mark hamil at the emporium that i dont need any more,cancel_reservation,train
i no longer need a table for four at chilis,cancel_reservation,train
we have a table at the taco bell under bowie we need to release,cancel_reservation,train
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation,train
can you undo the reservation,cancel_reservation,train
id like to cancel the party of 7 we reserved at the olive garden,cancel_reservation,train
i want to cancel the reservation for mercury at the ritz,cancel_reservation,train
just trash the reservation i made please,cancel_reservation,train
please cancel the table for two at burger king,cancel_reservation,train
please delete the reservation for 3 people at outback,cancel_reservation,train
go ahead and close the reservation,cancel_reservation,train
please unreserve that table,cancel_reservation,train
i no longer need the reservation for 20 at ihop,cancel_reservation,train
im not going to dinner tonight,cancel_reservation,train
im not gonna need the dinner reservation,cancel_reservation,train
remove my dinner reservation,cancel_reservation,train
i no longer need the dinner reservation,cancel_reservation,train
can i cancel my reservation for 4 at red robin,cancel_reservation,train
cancel my reservation for 4 at red robin,cancel_reservation,train
i want to cancel my reservation for 5 at red robin,cancel_reservation,train
could you please cancel my reservation for 5 at red robin,cancel_reservation,train
cancel my reservation for 3 at carlos jr,cancel_reservation,train
change my reservation with carl at umami to canceled,cancel_reservation,train
i no longer need my reservation with carl at umami,cancel_reservation,train
cancel my reservation with carl at umami,cancel_reservation,train
make sure my reservation at umami with carl is canceled,cancel_reservation,train
end my reservation with carl at umami,cancel_reservation,train
because of circumstances i dont need my reservation anymore,cancel_reservation,train
i wont require my reservation anymore,cancel_reservation,train
ill have to cancel my reservation for tonight,cancel_reservation,train
somethings come up so i need to cancel my reservation so now,cancel_reservation,train
the reservation i have isnt needed any more,cancel_reservation,train
the reservation at zepher cancel joe from that,cancel_reservation,train
joe and i are to cancel the reservation at zephers now,cancel_reservation,train
cancel my reservations for joes at zepher right now,cancel_reservation,train
please cancel the reservation at zephers for joe and myself right now,cancel_reservation,train
cancel the reservation for joe and i right now for the zephers reservation we had booked,cancel_reservation,train
cancel my 6:00 reservation at the cheesecake factory,cancel_reservation,train
please recite to me some good one liners,tell_joke,train
do you know any good jokes about zebras,tell_joke,train
can you tell me any truly funny knock knock jokes,tell_joke,train
what do people find funny about food,tell_joke,train
what are some funny things about food,tell_joke,train
show me something funny about food,tell_joke,train
indicate something funny on the topic of food,tell_joke,train
whats a good joke,tell_joke,train
id love to hear a joke,tell_joke,train
can you tell a joke,tell_joke,train
would you tell me a joke,tell_joke,train
how about you tell me a joke,tell_joke,train
will you tell a joke,tell_joke,train
please tell me a joke,tell_joke,train
make me laugh,tell_joke,train
do you have any jokes,tell_joke,train
tell me something funny,tell_joke,train
hit me with a good joke,tell_joke,train
whats the funniest joke you know,tell_joke,train
tell me a joke if youd like to,tell_joke,train
tell me a funny joke,tell_joke,train
id like you to tell me a joke,tell_joke,train
do you know any good jokes,tell_joke,train
know any jokes,tell_joke,train
i wanna hear something funny,tell_joke,train
i would like to listen to a funny joke,tell_joke,train
what jokes do you know,tell_joke,train
could you please tell me a good joke,tell_joke,train
what funny jokes do you know,tell_joke,train
can you make me laugh,tell_joke,train
can you tell me a few funny jokes,tell_joke,train
tell me something funny about parenting,tell_joke,train
do you have a list of funny jokes,tell_joke,train
i want to hear something funny,tell_joke,train
tell me something funny about animals,tell_joke,train
tell me something funny about politics,tell_joke,train
tell me something amusing,tell_joke,train
say something funny,tell_joke,train
tell me something funny about adulthood,tell_joke,train
tell me something funny about americans,tell_joke,train
could you please share a joke with me,tell_joke,train
i could really use a laugh right now,tell_joke,train
would you like to tell me a joke,tell_joke,train
can you tell me a joke,tell_joke,train
id like to hear a joke,tell_joke,train
i want to hear you tell a joke,tell_joke,train
tell me a joke,tell_joke,train
tell me a joke about politicians,tell_joke,train
tell me something thatll make me laugh,tell_joke,train
tell me a joke about cows,tell_joke,train
do you know anything funny about cats,tell_joke,train
tell me a joke about jobs,tell_joke,train
whats the funniest thing you know about artificial intelligence,tell_joke,train
can you tell me a joke about politicians,tell_joke,train
tell me a joke about cars,tell_joke,train
can you tell me something funny,tell_joke,train
do you know any good jokes about lawyers,tell_joke,train
what’s your favorite funny joke,tell_joke,train
make me laugh with a funny joke,tell_joke,train
what funny joke do you know,tell_joke,train
i want to hear a joke that’s funny,tell_joke,train
tell me a dirty joke,tell_joke,train
tell me a non-offensive joke,tell_joke,train
i would like to hear a funny joke,tell_joke,train
look for funny jokes,tell_joke,train
what are some funny jokes,tell_joke,train
tell me something funny about pizza,tell_joke,train
tell me something funny about people,tell_joke,train
tell me something funny about love,tell_joke,train
say something hilarious,tell_joke,train
make me giggle,tell_joke,train
i need a good laugh,tell_joke,train
heard any good jokes lately,tell_joke,train
tell me a pun,tell_joke,train
whats the latest joke youve heard,tell_joke,train
tell me a joke about dogs,tell_joke,train
let me know something funny,tell_joke,train
tell me a joke about cats,tell_joke,train
tell me something funny now,tell_joke,train
i wanna know something funny,tell_joke,train
tell me something funny about rats,tell_joke,train
tell me a joke about animals,tell_joke,train
tell me a joke about lawyers,tell_joke,train
tell me a joke about rats,tell_joke,train
tell me something funny about cats,tell_joke,train
tell me something funny about dogs,tell_joke,train
i need to know somthing funny,tell_joke,train
do you have anything funny to tell me,tell_joke,train
do you have any jokes to tell me,tell_joke,train
mind sharing a joke,tell_joke,train
could you share a joke,tell_joke,train
i love dad jokes can you tell me one,tell_joke,train
i would love to hear a joke about the dmv,tell_joke,train
can you tell me some dog jokes,tell_joke,train
please tell me a joke about dinosaurs,tell_joke,train
id like to hear a joke about donkeys,tell_joke,train
tell me a joke about baseball,tell_joke,train
whats the funniest thing you know about peanuts,tell_joke,train
i need a good joke about office parties,tell_joke,train
