id,utt,intent,partition
14554,what is 750 divided by 5,calculator,train
14555,if i win 200000 how do i split it 7 ways,calculator,train
14556,what is 900 times 8,calculator,train
14557,can you tell me what 80 divided buy 4 is,calculator,train
14558,560 divided by 3,calculator,train
14559,what is 606 divided by 5,calculator,train
14560,subtract 100 from 12,calculator,train
14561,what is 005 percent of 1 percent,calculator,train
14562,what is the square root of 31,calculator,train
14563,what is six divided by 16,calculator,train
14564,how many times can 12 go into 600,calculator,train
14565,what is the square root of sixteen,calculator,train
14566,what is 562 times 400,calculator,train
14567,add twelve and twelve please,calculator,train
14568,what is 10 + 10,calculator,train
14569,what is the square root of 5,calculator,train
14570,what is 1/2 times 5/8,calculator,train
14571,what is 80980 + 098098 + 80980 + 1243,calculator,train
14572,what is 13 times 45,calculator,train
14573,what is 34 times 80908,calculator,train
14574,what is 90908 divided by 30890,calculator,train
14575,what is 38% of 389209,calculator,train
14576,what is the square root of 66,calculator,train
14577,what is 2/3 x 1/9,calculator,train
14578,can you do algebra,calculator,train
14579,what is 1 fifth times 2 fifths,calculator,train
14580,what's 3 plus 3,calculator,train
14581,what's ten times eight,calculator,train
14582,i need to know what 75 plus 43 is,calculator,train
14583,what do you get if you divide 3 by 2,calculator,train
14584,what is the area of a 20 x 20 room,calculator,train
14585,subtract 85 from 997,calculator,train
14586,what is 20 + 20,calculator,train
14587,what is the square root of 2784,calculator,train
14588,how many times does 8 go into 2000,calculator,train
14589,what is 35 times 23,calculator,train
14590,what is 3 to the 6th power,calculator,train
14591,what is 63 percent of 145,calculator,train
14592,can you calculate 18 divided by 45,calculator,train
14593,what is the square root of 104,calculator,train
14594,what’s the answer to 5-6=,calculator,train
14595,what is the sum of 8 + 3,calculator,train
14596,please provide the square root of 36,calculator,train
14597,what does 6 x 1 equal,calculator,train
14598,what does 2 + 2 equal,calculator,train
14599,what is 10000 divided by 20,calculator,train
14600,i would like to know what today's date is,date,train
14601,i need information on today's date,date,train
14602,tell me what date it is please,date,train
14603,tell me what day today is,date,train
14604,can you tell me tomorrow's date,date,train
14605,what is the date for tomorrow,date,train
14606,i would like to know tomorrow's date,date,train
14607,what is the month and day tomorrow,date,train
14608,"in six days, what will it be",date,train
14609,what day will it be in fourteen days,date,train
14610,which day will it be five days from now,date,train
14611,"after another eight days, what day will it be",date,train
14612,what day is it gonna be in twenty-one days,date,train
14613,current date,date,train
14614,what day of the month is it today,date,train
14615,what date is it,date,train
14616,can you tell me the date today,date,train
14617,please share today's date,date,train
14618,what date is it today,date,train
14619,what day is it,date,train
14620,what is the day,date,train
14621,tell me what day it is,date,train
14622,"is it monday, tuesday, wednesday, thursday, friday, saturday, or sunday",date,train
14623,what's the day of the week,date,train
14624,"what's the date tomorrow, please",date,train
14625,what is the date tomorrow,date,train
14626,"what is the date tomorrow, please",date,train
14627,"what is tomorrow's date, please",date,train
14628,can you tell me what today's date is,date,train
14629,"what is today's month, day and year",date,train
14630,today's date is what,date,train
14631,please tell me today's date,date,train
14632,could you tell me today's date,date,train
14633,i need to know today's date please,date,train
14634,would you please tell me today's date,date,train
14635,what is the date today,date,train
14636,today's date is what exactly,date,train
14637,please tell me what date it is today,date,train
14638,can you tell me today's date,date,train
14639,i need to know today's date,date,train
14640,what would tomorrow's date be,date,train
14641,tell me the date today,date,train
14642,i'd like to know the date tomorrow,date,train
14643,"in 2 days, what date will it be",date,train
14644,what will be the date tomorrow,date,train
14645,what will the date be in 10 days,date,train
14646,"15 days from today, what will the date be",date,train
14647,what's the date tomorrow,date,train
14648,i need to know what date it is tomorrow,date,train
14649,"in 100 days from now, what will be the date",date,train
14650,what will be the date in 100 days from now,date,train
14651,tell me what the date is tomorrow,date,train
14652,give me tomorrow's date please,date,train
14653,what day is it today,date,train
14654,do you have the date,date,train
14655,what is the date of today,date,train
14656,please give me today's date,date,train
14657,what is today's date,date,train
14658,what date is today,date,train
14659,what is today,date,train
14660,today is what date,date,train
14661,what's the day today,date,train
14662,what year is it,date,train
14663,what's the date 400 days from now,date,train
14664,can you tell me the current date,date,train
14665,tell me the date 650 days from now,date,train
14666,"what's the current date, month and year",date,train
14667,what will the date be 100 days from now,date,train
14668,what day of the week is it,date,train
14669,what day will it be 373 days from now,date,train
14670,i need to know the date in 256 days,date,train
14671,what is the date,date,train
14672,give me the date today,date,train
14673,i need to know what the date is today,date,train
14674,i'd like to know what the date is,date,train
14675,what's today's date,date,train
14676,tell me what the date is today,date,train
14677,show me a calendar,date,train
14678,show me the date,date,train
14679,i need the full date for today,date,train
14680,what day of the month is it,date,train
14681,can you remind me of the date,date,train
14682,"tomorrow, what will the date be",date,train
14683,tell me what the date is for tomorrow,date,train
14684,tell me what the date will be tomorrow,date,train
14685,what is tomorrow's date,date,train
14686,what's tomorrow on the calender,date,train
14687,what date is tomorrow,date,train
14688,calender says tomorrow is,date,train
14689,tell me tomorrow's date,date,train
14690,the date tomorrow is what,date,train
14691,when will it be in 10 days,date,train
14692,what day is it tomorrow,date,train
14693,what's the current date,date,train
14694,what is the full date after today,date,train
14695,what's the date 32 days from now,date,train
14696,can you tell me the date,date,train
14697,what will the date be in 64 days,date,train
14698,can you tell me what the next day is,date,train
14699,what's today,date,train
14700,"if i fly american to los angeles, how many carry ons am i allowed",carry_on,train
14701,how many carry ons will american let me take for a flight to los vegas,carry_on,train
14702,"if i take a flight on pan am to denver, how many carry ons are included",carry_on,train
14703,"if i fly on virgin to chicago, how many carry ons can i take",carry_on,train
14704,how my carry ons does spirit airlines allow me for a flight to dallas,carry_on,train
14705,would you let me know how many carry ons i can take on a flight with southwest airlines to miami,carry_on,train
14706,i need to know the carry-on restrictions for united airlines,carry_on,train
14707,tell me the carry-on restrictions for united airlines,carry_on,train
14708,i need to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on,train
14709,let me know how many carry ons i can take on a flight with southwest airlines to dallas,carry_on,train
14710,tell me how many carry ons i can take on a flight with southwest airlines to dallas,carry_on,train
14711,would you let me know the carry-on restrictions for american airlines,carry_on,train
14712,i am wanting to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on,train
14713,could you list out the carry-on restrictions for american airlines,carry_on,train
14714,i am wanting to know the carry-on restrictions for united airlines,carry_on,train
14715,what carry-on restrictions does southwest impose,carry_on,train
14716,carry-on restrictions for air emirates,carry_on,train
14717,does delta have any carry-on restrictions,carry_on,train
14718,what's restricted in my carry-on with united,carry_on,train
14719,what restrictions do my carry-ons need to comply with for delta,carry_on,train
14720,how much luggage can i carry with me on flight dl2200 to denver,carry_on,train
14721,am i allowed carry ons for my flight with westjet to edmonton,carry_on,train
14722,how many carry ons am i allowed to take on my canadair flight to frankfurt,carry_on,train
14723,is there are limit of carry ons for my flight with aer lingus to cork,carry_on,train
14724,what are the carry on limits for delta,carry_on,train
14725,am i limited in carry ons for jet blue,carry_on,train
14726,what am i allowed to carry on for american airlines,carry_on,train
14727,does delta have any restrictions for what i can carry on,carry_on,train
14728,does jet blue have any carry-on restrictions,carry_on,train
14729,how many carry-on items are allowed per passenger,carry_on,train
14730,what are the carry-on rules,carry_on,train
14731,is there a carry-on item weight limit,carry_on,train
14732,how big can a carry-on bag be,carry_on,train
14733,does delta have carry-on restrictions,carry_on,train
14734,do you know the carry-on restrictions for delta,carry_on,train
14735,delta has too many carry-on restrictions! do you know them,carry_on,train
14736,are there carry-on restrictions for delta,carry_on,train
14737,what are the carry on rules for united,carry_on,train
14738,tell me united's carry on policy,carry_on,train
14739,what should i know about the carry on policy for american,carry_on,train
14740,let me know the carry on policy for alaska airlines,carry_on,train
14741,i want to know the carry on policy for southwest,carry_on,train
14742,"if i fly internationally, do brittish airwaiys have carry-on limitations",carry_on,train
14743,"can i carry on a garment bag, a small travel bag, and a back pack on my trip with american airlines",carry_on,train
14744,i am flying jetblue and need to know what the most number of bags are that i can carry on,carry_on,train
14745,what are the carry-on fees with delta for international flights,carry_on,train
14746,what are the carry-on limits for flying domestically with delta,carry_on,train
14747,how many carry ons can i take on a flight with jet blue to washington dc,carry_on,train
14748,how many carry ons can i take on a flight with virgin airlines to vancouver bc,carry_on,train
14749,how many carry ons can i take on a flight with delta to mexico city,carry_on,train
14750,how many carry ons can i take on a flight with united to lax,carry_on,train
14751,how many carry ons can i take on a flight with american airlines to seattle,carry_on,train
14752,what is the carry-on policy say for flights on delta airlines,carry_on,train
14753,what are the carry-on restrictions for singapore airlines,carry_on,train
14754,what are the carry-on restrictions for frontier airlines,carry_on,train
14755,what does the carry-on policy say for flights on united airlines,carry_on,train
14756,how many bags can i carry-on for flights on singapore airlines,carry_on,train
14757,what are the carry-on restrictions for delta,carry_on,train
14758,what are the carry-on restrictions for united,carry_on,train
14759,what are the carry-on restrictions for southwest airlines,carry_on,train
14760,what are the rules regarding carry-on baggage for flights on virgin airlines,carry_on,train
14761,what can't i carry-on to delta,carry_on,train
14762,what is the carry on limit,carry_on,train
14763,what are delta's carry-on policies for flights,carry_on,train
14764,what are the rules for carry on luggage,carry_on,train
14765,can you look up the carry-on restrictions for delta,carry_on,train
14766,are there restrictions for carry-ons on delta,carry_on,train
14767,what can i carry-on delta flights,carry_on,train
14768,do i have to pay for carry-ons on delta,carry_on,train
14769,what are the carry on limits for delta flights,carry_on,train
14770,is there a carry on weight limit,carry_on,train
14771,what restrictions are there for carry-on on delta,carry_on,train
14772,what are the rules for carry on luggage for delta,carry_on,train
14773,what are delta's carry-on restrictions,carry_on,train
14774,tell me the carry on rules,carry_on,train
14775,does united airlines allow more than one carry on,carry_on,train
14776,how strict is spirit when it comes to carry ons,carry_on,train
14777,can i have 3 carry ons with delta at jfk,carry_on,train
14778,what is american airlines carry on policy,carry_on,train
14779,does delta allow more than one carry on when traveling to miami,carry_on,train
14780,does delta charge for carry ons,carry_on,train
14781,what are my carry on options when flying american airlines to trenton,carry_on,train
14782,how many carry ons does spirit allow when flying to dallas,carry_on,train
14783,what is delta's carry on policy,carry_on,train
14784,do you know about carry ons out of tampa with spirit,carry_on,train
14785,search for carry on rules for flights on delta airlines,carry_on,train
14786,what are the requirements for carry on on flights with united airlines,carry_on,train
14787,please find the rules for carry on when flying with spirit airlines,carry_on,train
14788,i need to know the carry on policy for american airlines flights,carry_on,train
14789,can you tell me jet blue airlines' carry on policy,carry_on,train
14790,"from a flight from muscat to qatar, how many carry ons can i take",carry_on,train
14791,do i need to pay for delta carry on,carry_on,train
14792,which rules does delta have for carry on,carry_on,train
14793,"when taking a flight with lion to singapore, how many carry ons are allowed",carry_on,train
14794,how many carry ons are allowed on a flight with wow to iceland,carry_on,train
14795,"on a flight with allegiant to orlando, how many carry ons can i take",carry_on,train
14796,"when taking a flight with porter to toronto, how many carry ons can i take",carry_on,train
14797,"on a flight with jin air to jeju, how many carry ons are allowed",carry_on,train
14798,let me know the rules for carry ons for continental,carry_on,train
14799,i want to know the carry on policy for aeromexico,carry_on,train
14800,have i used half of my days off yet,pto_used,train
14801,"go to my job portal, i'd like to know how many days off i have used",pto_used,train
14802,what amount of days off have i already utilized,pto_used,train
14803,call hr so i can figure out how many days off i've taken,pto_used,train
14804,how many times have i taken off from work this year,pto_used,train
14805,about how many vacation days have i taken,pto_used,train
14806,count how many sick days i've used,pto_used,train
14807,can you check how much pto i have already used,pto_used,train
14808,tell me the exact amount of pto i have used,pto_used,train
14809,my pto used so far is what right now,pto_used,train
14810,i've used how much pto so far,pto_used,train
14811,get the details on the pto i have used,pto_used,train
14812,how much time did i take off so far,pto_used,train
14813,"including the day i missed because of snow, how much time have i take off work so far",pto_used,train
14814,"how many sick, personal, and vacation days have i billed so far this year",pto_used,train
14815,can you add up how much time i've taken off so far,pto_used,train
14816,what's the number of day's i've taken off,pto_used,train
14817,how many days so far have i taken off,pto_used,train
14818,tell me how many days i've taken off at this point,pto_used,train
14819,so far how many days have i taken off,pto_used,train
14820,i need to know how many days so far i've taken off,pto_used,train
14821,how many days have i taken off this year,pto_used,train
14822,can you tell me how much pto i've gone through,pto_used,train
14823,how many personal days have i taken,pto_used,train
14824,how many vacation days have i consumed,pto_used,train
14825,how much pto have i depleted,pto_used,train
14826,how much vacation have i already used this year,pto_used,train
14827,what's the total of days i've taken for me time so far,pto_used,train
14828,how many of my sick days have i gone through,pto_used,train
14829,what amount of pto have i taken,pto_used,train
14830,what is the extent of the pto i've taken,pto_used,train
14831,what's the amount of time off i've had,pto_used,train
14832,what's the amount of time i've taken off work this year,pto_used,train
14833,what's the total vacation days i've gone through,pto_used,train
14834,how many personal days have i taken this month,pto_used,train
14835,what's the total pto i've used,pto_used,train
14836,count the number of vacation days i've taken and tell me,pto_used,train
14837,how many of my vacation days have i depleted,pto_used,train
14838,what's the amount of vacation days i've taken,pto_used,train
14839,how much of my pto have i depleted,pto_used,train
14840,"up to this point, how much of my pto have i used",pto_used,train
14841,please find out how many of my vacation days i have spent,pto_used,train
14842,check to see how many days off i have used in total so far,pto_used,train
14843,look up my total number of days off so far,pto_used,train
14844,i need to know how many vacation days i have used up please,pto_used,train
14845,find out how much of my pto is already used,pto_used,train
14846,tell me the amount of pto i have used at this point,pto_used,train
14847,check to see how many days off i have used,pto_used,train
14848,look up how many of my days off i have used so far,pto_used,train
14849,look up the amount of vacation days i have used please,pto_used,train
14850,can you count for me the total number of days off i have used,pto_used,train
14851,look up the amount of pto i have already used,pto_used,train
14852,do you know the total number of vacation days i have used,pto_used,train
14853,i need to know how many of my days off i have used at this point,pto_used,train
14854,please find out how many days off i have used by this point,pto_used,train
14855,what is the total number of days i have taken off so far,pto_used,train
14856,i need to know how much of my pto has been used at this point,pto_used,train
14857,how many vacation days have i spent in total,pto_used,train
14858,find out for me how many days off i have taken in total at this point,pto_used,train
14859,i need to know the number of days off i have taken at this point,pto_used,train
14860,how many days did i skip work,pto_used,train
14861,how much vacation have i taken,pto_used,train
14862,how many days was i sick or on vacation,pto_used,train
14863,which days did i take vacation,pto_used,train
14864,which days did i take off work,pto_used,train
14865,how many vacation days have i used,pto_used,train
14866,how many days have i taken off so far,pto_used,train
14867,how much time have i taken off this year,pto_used,train
14868,how many times have i used my annual leave,pto_used,train
14869,how much paid time off have i taken,pto_used,train
14870,how many of my paid days off have i used,pto_used,train
14871,how much pto do i have used up,pto_used,train
14872,how much of my time off have i used,pto_used,train
14873,how many days of pto have i used,pto_used,train
14874,can you tell me how many vacation days i've taken,pto_used,train
14875,what's my vacation day usage so far,pto_used,train
14876,what kind of pto do i have left,pto_used,train
14877,how many times did i take a day off,pto_used,train
14878,tell me how many vacation days i've used,pto_used,train
14879,how much pto has been used on my behalf,pto_used,train
14880,how many days off have i taken,pto_used,train
14881,what kind of pto have i used,pto_used,train
14882,what kind of vacation days have i used so far,pto_used,train
14883,tell me how much pto i've used,pto_used,train
14884,how much paid time off have i used,pto_used,train
14885,how many days off did i use so far,pto_used,train
14886,tell me the number of days off i took this year,pto_used,train
14887,how many days off have i had this year,pto_used,train
14888,"so far, how many days off have i taken",pto_used,train
14889,tell me my usage of vacation days,pto_used,train
14890,whats my count of vacation days used thus far,pto_used,train
14891,how many vacation days have i taken,pto_used,train
14892,what is the status of my pto,pto_used,train
14893,how much paid time off do i have left,pto_used,train
14894,how many days of pto are available,pto_used,train
14895,how many vacation days have i used up,pto_used,train
14896,how many vacation days did i use,pto_used,train
14897,what is the total number of vacation days i've used,pto_used,train
14898,have i used any vacation days this year,pto_used,train
14899,how many vacation days have i used so far,pto_used,train
14900,my car needs to be brought for maintenance,schedule_maintenance,train
14901,could you schedule car maintenance for me,schedule_maintenance,train
14902,i need someone to look at my car because my check engine light is on,schedule_maintenance,train
14903,locate someone to look at my car because my check engine light is on,schedule_maintenance,train
14904,i require a car maintenance,schedule_maintenance,train
14905,who is available to check why my check engine light is on,schedule_maintenance,train
14906,could you find someone to check out my car because the check engine light is on,schedule_maintenance,train
14907,i need to schedule car maintenance,schedule_maintenance,train
14908,please schedule car maintenance for me,schedule_maintenance,train
14909,who can i contact about why check engine light is on,schedule_maintenance,train
14910,i want to schedule a tire check up somewhere,schedule_maintenance,train
14911,i need to get my tires checked out somewhere,schedule_maintenance,train
14912,i need to find somewhere to check my tires out,schedule_maintenance,train
14913,i need to get my tired checked at one of the location,schedule_maintenance,train
14914,can i schedule a check up for my tires somewhere,schedule_maintenance,train
14915,where in sacramento ca i schedule maintenance on my car,schedule_maintenance,train
14916,i want to to schedule maintenance on my vehicle,schedule_maintenance,train
14917,look for auto companies that do scheduled maintenance on my vehicle,schedule_maintenance,train
14918,i need some work done on my car so need to schedule auto mechanic for maintenance,schedule_maintenance,train
14919,find local deals who schedule maintenance on cars,schedule_maintenance,train
14920,where can i find a place where i can schedule to check my tires out,schedule_maintenance,train
14921,is there a special place where i can schedule to check my tires out,schedule_maintenance,train
14922,where can i schedule to get my tires checked out,schedule_maintenance,train
14923,where is an appropriate place where i can schedule to check out my tires,schedule_maintenance,train
14924,is there a location i can schedule to check out my tires,schedule_maintenance,train
14925,can you make an appointment for an oil change,schedule_maintenance,train
14926,please make an appointment for an oil change,schedule_maintenance,train
14927,i need you to find a mechanic for my check engine light,schedule_maintenance,train
14928,please schedule an appointment for my oil to get changed,schedule_maintenance,train
14929,my car needs maintenance scheduled,schedule_maintenance,train
14930,how i do schedule car maintenance,schedule_maintenance,train
14931,my check engine light is on and someone needs to look at it,schedule_maintenance,train
14932,i need to get my oil change so make an appointment,schedule_maintenance,train
14933,the check engine light is on and i need a mechanic,schedule_maintenance,train
14934,my car needs maintenance prepared,schedule_maintenance,train
14935,my car needs an appointment for an oil change,schedule_maintenance,train
14936,i need someone to look at my check engine light,schedule_maintenance,train
14937,help me find someone to look at my check engine light,schedule_maintenance,train
14938,put a tire inspection on my schedule please,schedule_maintenance,train
14939,i need to find someone to look at my check engine light,schedule_maintenance,train
14940,is it possible to get schedule getting my tires inspected,schedule_maintenance,train
14941,i'd like to schedule a tire inspection,schedule_maintenance,train
14942,who in the area can inspect my engine light,schedule_maintenance,train
14943,set an appointment for an oil change,schedule_maintenance,train
14944,book an oil change please,schedule_maintenance,train
14945,can you please obtain an oil change appointment for me,schedule_maintenance,train
14946,where can i get my tires checked and how can i schedule it,schedule_maintenance,train
14947,is there someone in the area who can check my engine light since it is on,schedule_maintenance,train
14948,i need the soonest appointment for an oil change,schedule_maintenance,train
14949,"i am in need of an oil change, set an appointment",schedule_maintenance,train
14950,"please find someone who specializes in cars, my check engine light has turned on",schedule_maintenance,train
14951,"my check engine light has switched on, schedule someone to inspect it",schedule_maintenance,train
14952,i need to schedule a car repair,schedule_maintenance,train
14953,can i schedule a car repair,schedule_maintenance,train
14954,how do i schedule car maintenance,schedule_maintenance,train
14955,i want to schedule car maintenance,schedule_maintenance,train
14956,i wanna have an appointment to get my oil changed,schedule_maintenance,train
14957,i wanna schedule some car maintenance,schedule_maintenance,train
14958,can someone look at my car cause the check engine light is on,schedule_maintenance,train
14959,i need to schedule some car maintenance,schedule_maintenance,train
14960,i got to schedule somewhere get my tires checked out,schedule_maintenance,train
14961,i must schedule somewhere get my tires checked out,schedule_maintenance,train
14962,i'd like to get an appointment to get my oil changed,schedule_maintenance,train
14963,i want to schedule somewhere get my tires checked out,schedule_maintenance,train
14964,i gotta schedule some car maintenance,schedule_maintenance,train
14965,y check engine light currently came on and i need assistance with it,schedule_maintenance,train
14966,i need help cause my check engine light came on,schedule_maintenance,train
14967,i have to schedule somewhere get my tires checked out,schedule_maintenance,train
14968,i need to have an appointment to get my oil changed,schedule_maintenance,train
14969,i need an appointment to get my oil changed,schedule_maintenance,train
14970,i got to schedule some car maintenance,schedule_maintenance,train
14971,"my engine light came on, so i need to get help",schedule_maintenance,train
14972,i want to get an appointment to get my oil changed,schedule_maintenance,train
14973,my check engine light is on and i need to take a look at it,schedule_maintenance,train
14974,i have to schedule some car maintenance,schedule_maintenance,train
14975,i need to schedule somewhere get my tires checked out,schedule_maintenance,train
14976,i would like an appointment to get my oil changed,schedule_maintenance,train
14977,can i please get an appointment to get my oil changed,schedule_maintenance,train
14978,"i need an oil change, make an appointment",schedule_maintenance,train
14979,find a mechanic to look at my check engine light,schedule_maintenance,train
14980,book an appointment for an oil change,schedule_maintenance,train
14981,"i should get my tires checked, schedule that",schedule_maintenance,train
14982,how do i schedule getting my tires checked,schedule_maintenance,train
14983,i need someone to look at my car and tell me why the light is on,schedule_maintenance,train
14984,schedule an oil change for me,schedule_maintenance,train
14985,which mechanic can check my check engine light,schedule_maintenance,train
14986,make a reminder to schedule a tire check,schedule_maintenance,train
14987,"who can look at my car, the engine light is on",schedule_maintenance,train
14988,set a time to get my oil changed,schedule_maintenance,train
14989,make an appointment to check my tires,schedule_maintenance,train
14990,"i don't know why my check engine light is on, i need a mechanic",schedule_maintenance,train
14991,make an appointment for an oil change,schedule_maintenance,train
14992,make arrangements for me to get my oil changed,schedule_maintenance,train
14993,can you schedule me a mechanic,schedule_maintenance,train
14994,schedule an appointment to get my oil changed,schedule_maintenance,train
14995,i need to get my oil changed,schedule_maintenance,train
14996,schedule a time to get my oil changed,schedule_maintenance,train
14997,find me a mechanic,schedule_maintenance,train
14998,schedule a mechanic,schedule_maintenance,train
14999,schedule car repairs,schedule_maintenance,train
15000,im going to be in canada from august 10th until august 12th,travel_notification,train
15001,im going to be in slovakia from january 16th until january 19th,travel_notification,train
15002,im going to be in paraguay from january 7th until january 10th,travel_notification,train
15003,i'm going to be in thailand from october 15th until october 23rd,travel_notification,train
15004,im going to be in jamaica from october 4th until october 8th,travel_notification,train
15005,my bank needs to know i am going to be out of the country,travel_notification,train
15006,i am going out of country and my bank needs to be notified,travel_notification,train
15007,i need to inform the bank i am going out of country,travel_notification,train
15008,i am going out of country and need to inform my bank,travel_notification,train
15009,tell the bank i'm traveling between denver and la,travel_notification,train
15010,tell my bank i am traveling out of country,travel_notification,train
15011,i'm driving from la to denver and need my bank notified,travel_notification,train
15012,notify my bank i am travailing from denver to la,travel_notification,train
15013,i'm traveling between denver and la so tell my bank,travel_notification,train
15014,i need to let my bank know i am traveling to la,travel_notification,train
15015,i need to let my bank know i am traveling to detroit,travel_notification,train
15016,i need to let my bank know i am traveling to new york,travel_notification,train
15017,i need to let my bank know i am traveling to chicago,travel_notification,train
15018,i need to let my bank know i am traveling to paris,travel_notification,train
15019,"i will be traveling to rome from february 1 to march 1, please make this aware to my bank",travel_notification,train
15020,inform my bank that i will be in rome from february 1 to march 1,travel_notification,train
15021,please let my bank know that i will be in rome from february 1 to march 1,travel_notification,train
15022,mark down that i will be in rome from february 1 to march 1 and notify my bank,travel_notification,train
15023,notify my bank that i will be in rome from february 1 to march 1,travel_notification,train
15024,i need to let my bank know that i'll be travelling internationally,travel_notification,train
15025,can you tell my bank that i'll be travelling internationally soon,travel_notification,train
15026,i'll soon be travelling internationally; could you let my bank know,travel_notification,train
15027,"i'll be out of the country soon, and want to notify my bank",travel_notification,train
15028,i'm going out of the country and need to notify my bank,travel_notification,train
15029,tell my bank that i'm going to france,travel_notification,train
15030,tell my bank that i'll be in canada this weekend,travel_notification,train
15031,let my bank know that i'm traveling to prague,travel_notification,train
15032,"let my bank know that i'll be in moscow, russia",travel_notification,train
15033,inform my bank that i'll be going to europe,travel_notification,train
15034,i'm traveling to paris soon and want to inform my bank,travel_notification,train
15035,i'm traveling to fresnosoon and want to inform my bank,travel_notification,train
15036,i'm traveling to london soon and want to inform my bank,travel_notification,train
15037,i'm traveling to ca soon and want to inform my bank,travel_notification,train
15038,i'm traveling tony soon and want to inform my bank,travel_notification,train
15039,i've let me bank know that i'm visiting south america from may to october,travel_notification,train
15040,i've notified my bank that i'm in mexico from august 1 to august 5,travel_notification,train
15041,i let my bank know that i'm traveling to greece from march to april,travel_notification,train
15042,i've told my financial institution that i'm in africa from august 6 to december 5,travel_notification,train
15043,call the bank and tell them i will be in france on the 16th until the 26th,travel_notification,train
15044,notify my bank i'll be in rome from the 1st to the 17th,travel_notification,train
15045,tell my bank i'll be in jamaica from the 4th to the 11th,travel_notification,train
15046,please tell my bank i will be in israel from the 6th to the 23rd,travel_notification,train
15047,alert the bank that i am traveling to tokyo on the 7th until the 21st,travel_notification,train
15048,i'm traveling to denmark soon and want to inform my bank,travel_notification,train
15049,alert my bank and let them know that i'm travelling to switzerland,travel_notification,train
15050,alert my bank and let them know that i'm travelling to china,travel_notification,train
15051,i'm traveling to belgium soon and want to inform my bank,travel_notification,train
15052,i'm traveling to sweden soon and want to inform my bank,travel_notification,train
15053,i'm traveling to morocco soon and want to inform my bank,travel_notification,train
15054,alert my bank and let them know i'm travelling to japan,travel_notification,train
15055,tell my bank that i will be taveling to south korea,travel_notification,train
15056,alert my bank and tell them that i'm travelling to paris,travel_notification,train
15057,i'm traveling to england soon and want to inform my bank,travel_notification,train
15058,how can i tell my bank i'm going to vietnam,travel_notification,train
15059,how do i let my bank know i'm going to vietnam,travel_notification,train
15060,"i'm going to paris soon and want to let my bank know, how do i do that",travel_notification,train
15061,how can i let my bank know i'm going to denmark,travel_notification,train
15062,how do i inform my bank i'm going to paris,travel_notification,train
15063,"from january to august, i will be in uruguay, please let me bank know",travel_notification,train
15064,tell my bank that i'll be in uruguay during january to august,travel_notification,train
15065,"i will be in uruguay from january to august, please let me bank know",travel_notification,train
15066,can you let my bank know i'll be in uruguay from january to august,travel_notification,train
15067,please let my bank know that i will be in uruguay from january to august,travel_notification,train
15068,tell my bank i am taking a trip to brazil from june 1st to july 1st,travel_notification,train
15069,inform my bank i will travel to brazil from june 1st to july 1st,travel_notification,train
15070,let me bank know i will be in brazil from june 1st to july 1st,travel_notification,train
15071,tell my bank i will be traveling in brazil from june 1st to july 1st,travel_notification,train
15072,tell my bank i will be in brazil from june 1st to july 1st,travel_notification,train
15073,i'm travelling to seattle soon and want to inform my bank,travel_notification,train
15074,i'm travelling to thailand soon and want to inform my bank,travel_notification,train
15075,i'm travelling to spain soon and want to inform my bank,travel_notification,train
15076,alert my bank and let them know that i'm travelling to brussels,travel_notification,train
15077,alert my bank and let them know that i'm travelling to oslo,travel_notification,train
15078,alert my bank and let them know that i'm travelling to stockholm,travel_notification,train
15079,i'm travelling to boston soon and want to inform my bank,travel_notification,train
15080,alert my bank and let them know that i'm travelling to london,travel_notification,train
15081,i'm travelling to ireland soon and want to inform my bank,travel_notification,train
15082,alert my bank and let them know that i'm travelling to madrid,travel_notification,train
15083,the bank should know i am going to asia soon,travel_notification,train
15084,"since i am traveling to asia, i need to inform the bank",travel_notification,train
15085,i need to tell bank that i am taking a trip to asia,travel_notification,train
15086,"i am going to asia in a bit, i should tell the bank",travel_notification,train
15087,i need to let my bank know i am visiting asia soon,travel_notification,train
15088,let my bank know i will be travelling to the cayman islands,travel_notification,train
15089,"i am going to south america, let my bank know",travel_notification,train
15090,inform my bank i will be travelling to central africa,travel_notification,train
15091,let my bank know i will be on travel to fes,travel_notification,train
15092,tell my bank i will be travelling to the caribbean,travel_notification,train
15093,please tell my bank that i will be traveling abroad,travel_notification,train
15094,the bank needs to know that i am traveling soon,travel_notification,train
15095,make sur eyou tell the bank that i will be traveling internationally soon,travel_notification,train
15096,please tell the bank i will be traveling internationally,travel_notification,train
15097,tell the bank i will be traveling internationally soon,travel_notification,train
15098,let my bank know that i'm going to norway between march 3 and march 5,travel_notification,train
15099,tell my bank i'm going to france,travel_notification,train
15100,please link with my phone,sync_device,train
15101,please connect the device to my phone,sync_device,train
15102,please link up to my phone,sync_device,train
15103,could you link with my phone,sync_device,train
15104,please turn off your wifi from my phone,sync_device,train
15105,please remove your connection to my phone,sync_device,train
15106,please unlink my phone,sync_device,train
15107,please get off my phone connection,sync_device,train
15108,please desync my current mobile,sync_device,train
15109,i no longer want this phone to sync,sync_device,train
15110,please link up to my cell,sync_device,train
15111,create a link with my phone,sync_device,train
15112,stop syncing with this phone,sync_device,train
